hotel_name,location,rating,review_score,num_reviews,room_score,room_type,bed_type,price_bdt,price_eur,source
JonoX Phuket Karon Hotel,Karon Beach,8.6,Excellent,203,8.7,Recharge,Multiple bed types,143756.0,1197.97,Booking.com
Scandia Beach Hotel,Jomtien Beach,7.3,Good,775,,Superior Twin Room with Balcony,2 twin beds,39771.0,331.42,Booking.com
Come Moon Loft Hotel,Phrae,8.5,Very Good,321,8.8,Double Room,1 full bed,45998.0,383.32,Booking.com
Lady Naya Villas - SHA Extra Plus,Rawai Beach,9.1,Wonderful,315,9.3,Deluxe Double or Twin Room with Pool Access,Multiple bed types,135859.0,1132.16,Booking.com
Fortune View Khong Hotel Nakhon Phanom,Nakhon Phanom,8.4,Very Good,343,8.8,Superior Double Room with City View,1 full bed,95793.0,798.28,Booking.com
Dusit Thani Krabi Beach Resort - SHA Extra Plus,Klong Muang Beach,8.7,Excellent,515,9.1,Deluxe King Room,1 king bed,368524.0,3071.03,Booking.com
Centra by Centara Hotel Mae Sot,Mae Sot,7.7,Good,143,8.3,Superior Twin Room,2 twin beds,63237.0,526.98,Booking.com
The Oceanic Sportel - SHA Extra Plus,Phuket,8.2,Very Good,669,9.2,Deluxe King Room,1 king bed,114926.0,957.72,Booking.com
Novotel Marina Sriracha & Koh Si Chang,Si Racha,8.5,Very Good,655,9.1,"Premiere, Deluxe Room, Lounge Access, Sea View - 1 King Bed Sea View and Lounge Access",1 king bed,233253.0,1943.78,Booking.com
????????3???????????????????????,Ban Ko Mu (1),8.0,Very Good,,10.0,Budget Double Room,1 full bed,32994.0,274.95,Booking.com
Riverfront Hotel Mukdahan,Mukdahan,7.8,Good,206,8.1,Standard Double Room,1 queen bed,66959.0,557.99,Booking.com
The Journey Hotel Bangna,Samut Prakan,8.7,Excellent,469,9.1,Standard King Room,1 full bed,68725.0,572.71,Booking.com
X10 Khaolak Resort SHA Plus,Khao Lak,8.9,Excellent,178,9.2,Deluxe Double or Twin Room - Family Wing,1 double or 2 twins,136007.0,1133.39,Booking.com
Namaka Resort Kamala - SHA Extra Plus,Kamala Beach,7.8,Good,905,8.3,Premier Room with Sea View,1 queen bed,217410.0,1811.75,Booking.com
SKYVIEW Hotel Bangkok - SHA Extra Plus,"Khlong Toei, Bangkok",8.6,Excellent,3376,9.2,Premier,Multiple bed types,360687.0,3005.72,Booking.com
Diamond Resort Phuket - SHA,Bang Tao Beach,8.8,Excellent,754,9.0,Deluxe Suite Double,"2 beds (1 full, 1 sofa bed)",222840.0,1857.0,Booking.com
Blue Sky Residence Airport,Ban Bang Phli Yai,7.9,Good,221,8.3,Superior Twin Room,2 twin beds,57039.0,475.32,Booking.com
Sukantara Cascade Resort and Spa,Mae Rim,8.8,Excellent,85,8.8,Deluxe Jacuzzi Panorama,1 queen bed,305915.0,2549.29,Booking.com
Huernnana Boutique Hotel,Phrae,7.0,Good,95,,Nana Deluxe Twin Room,2 twin beds,139908.0,1165.9,Booking.com
Amari Phuket,Patong Beach,8.2,Very Good,1213,8.4,One-Bedroom Suite,1 queen bed,610760.0,5089.67,Booking.com
Paripas Patong Resort - SHA Extra Plus,Patong Beach,8.0,Very Good,1354,8.4,Deluxe Twin or Double Room with Balcony (No View),1 double or 2 twins,116399.0,969.99,Booking.com
The Canal 304,"304 Industrial Park, Si Maha Phot",8.9,Excellent,158,8.9,Luxury Suite,1 king bed,155268.0,1293.9,Booking.com
Mövenpick Resort Khao Yai,Ban Wang Sai,7.6,Good,397,8.0,Deluxe King Room,1 full bed,260327.0,2169.39,Booking.com
Phuphavaree by Tahug Sai Yok,Ban Ai Hit,7.3,Good,12,,Tent,1 queen bed,55379.0,461.49,Booking.com
La Miniera Pool Villas Pattaya - SHA Plus,Nong Prue,8.8,Excellent,27,9.4,Pool Villa,Multiple bed types,495891.0,4132.42,Booking.com
Phu Pha Phung Resort,Suan Phung,7.6,Good,402,,Villa Family,"9 beds (7 twins, 2 fulls)",438216.0,3651.8,Booking.com
Limon Villa Khao Yai by Tolani,Wangkata,7.9,Good,86,8.1,Deluxe Villa,1 king bed,132920.0,1107.67,Booking.com
Novotel Bangkok IMPACT,Nonthaburi,8.4,Very Good,722,8.9,Executive King Room,1 king bed,223185.0,1859.88,Booking.com
Samui Resotel Beach Resort - SHA extra plus,"Chaweng Beachfront, Chaweng",8.1,Very Good,825,8.5,Standard Double Room,1 king bed,256658.0,2138.82,Booking.com
Anchalee Resort,Bang Saphan,7.8,Good,103,,Double Room,1 full bed,43022.0,358.52,Booking.com
Regent Lodge Lampang,Lampang,7.8,Good,597,8.1,Superior Double Room,1 full bed,29113.0,242.61,Booking.com
Atta Lakeside Resort Suite - SHA Plus Certified,Mu Si,8.7,Excellent,723,8.9,One-Bedroom Suite,"2 beds (1 king, 1 sofa bed)",303475.0,2528.96,Booking.com
"Kimpton Maa-Lai Bangkok, an IHG Hotel","Pathumwan, Bangkok",9.4,Wonderful,474,9.7,Essential Room,Multiple bed types,628313.0,5235.94,Booking.com
Eastin Thana City Golf Resort Bangkok,Samutprakarn,8.4,Very Good,579,8.9,Superior Room,2 twin beds,103192.0,859.93,Booking.com
Sukhothai Heritage Resort - SHA PLUS,Sawankhalok,8.2,Very Good,48,8.5,Superior King Room with Pool View,1 king bed,142774.0,1189.78,Booking.com
El Matcha Lanta Resort,Phra Ae beach,8.9,Excellent,194,9.3,Bungalow with Garden View,1 queen bed,93900.0,782.5,Booking.com
Koh Yao Yai Village - SHA Extra Plus,Ko Yao Yai,8.9,Excellent,882,9.0,Deluxe Villa,1 king bed,210463.0,1753.86,Booking.com
Pen Ta Hug Hotel,Ubon Ratchathani,8.0,Very Good,576,8.2,Superior Double Room,1 queen bed,57579.0,479.82,Booking.com
The X10 Nordic Tent and Glamping Pool Villa Khaoyai ??????? - SHA Certified,Ban Thung Sawang,8.0,Very Good,23,8.3,Villa with Private Pool,1 king bed,271084.0,2259.03,Booking.com
THE WOOD,Surin,8.4,Very Good,189,8.8,Standard Double Room,1 king bed,80869.0,673.91,Booking.com
Karon Phunaka Resort,Karon Beach,8.2,Very Good,136,8.5,Superior Double or Twin Room with Sea View,1 double or 2 twins,138124.0,1151.03,Booking.com
The Sun resort Ratchaburi,Ratchaburi,8.4,Very Good,599,8.5,Deluxe King Room,1 king bed,36391.0,303.26,Booking.com
Bella Villa Cabana,Na Kluea,7.5,Good,87,8.0,Junior Suite with Pool View,"2 beds (1 twin, 1 full)",200462.0,1670.52,Booking.com
Dolphin Bay Resort SHA-EXTRA PLUS HOTEL,Sam Roi Yot,8.2,Very Good,219,8.2,Deluxe Double or Twin Room with Balcony,Multiple bed types,153571.0,1279.76,Booking.com
KT Knight Hotel,Surin,8.8,Excellent,152,9.0,Deluxe Twin Room,"2 beds (1 twin, 1 full)",48521.0,404.34,Booking.com
Raya Buri Resort Kanchanaburi,Si Sawat,7.1,Good,102,,Hillside Superior Room,"2 beds (1 twin, 1 full)",141100.0,1175.83,Booking.com
Destination Resorts Phuket Karon Beach - SHA Extra Plus,Karon Beach,7.3,Good,505,,Standard King Room,1 queen bed,209612.0,1746.77,Booking.com
Pamookkoo,Kata Beach,8.1,Very Good,286,8.2,Deluxe Premium Room,1 king bed,291127.0,2426.06,Booking.com
Taris Art Hotel Phrae,Phrae,7.5,Good,372,,Superior Double Room,1 full bed,51879.0,432.32,Booking.com
Happy Home,Ratchaburi,8.4,Very Good,469,8.7,Deluxe Double Room,1 full bed,41922.0,349.35,Booking.com
Novotel Bangkok Suvarnabhumi Airport,Lat Krabang,7.9,Good,4378,8.4,Superior Twin Room,2 twin beds,345410.0,2878.42,Booking.com
Pullman Pattaya Hotel G,North Pattaya,7.8,Good,1305,8.1,Deluxe Twin Room,2 twin beds,195389.0,1628.24,Booking.com
INBOX Living Rimkhong,Chiang Khan,8.0,Very Good,189,8.2,Superior Twin Room,2 twin beds,39593.0,329.94,Booking.com
ISTY Hotel -SHA Extra Plus,"Si Phum, Chiang Mai",8.6,Excellent,1257,8.8,Standard Double Room,1 king bed,73183.0,609.86,Booking.com
ARAYA HOTEL,Uttaradit,7.7,Good,155,,King Room,1 king bed,64695.0,539.12,Booking.com
Glai Gan Place Hotel,Sara Buri,7.5,Good,130,8.1,Standard Double Room,1 king bed,77172.0,643.1,Booking.com
Centara Hotel & Convention Centre Udon Thani,Udon Thani,8.4,Very Good,693,8.9,Superior Double or Twin Room,1 king bed,135649.0,1130.41,Booking.com
"Splash Beach Resort, Maikhao Phuket - SHA Extra Plus",Mai Khao Beach,7.4,Good,995,,Deluxe Twin Room No Balcony,2 twin beds,153443.0,1278.69,Booking.com
BN Resort,Ban Nong Chum Saeng,7.8,Good,73,,Studio with Lake View,1 king bed,42052.0,350.43,Booking.com
Khong Chiam Orchid Riverside Resort,Khong Chiam,8.5,Very Good,90,8.7,Quadruple Room with Garden View,2 full beds,271072.0,2258.93,Booking.com
BlueSotel SMART Krabi Aonang Beach - Adults only - SHA Extra Plus,Ao Nang Beach,8.6,Excellent,1760,8.9,Double Room with Pool View,1 double or 2 twins,166975.0,1391.46,Booking.com
Baan Sabaijai Resort & Rehab,That Phanom,8.1,Very Good,62,8.4,Small Double Room,1 queen bed,45286.0,377.38,Booking.com
The Gems Mining Pool Villas Pattaya - SHA Extra Plus,Nong Prue,9.0,Wonderful,374,9.3,Topaz Jacuzzi,2 twin beds,400493.0,3337.44,Booking.com
Kalima Resort and Villas Khao Lak - SHA EXTRA PLUS,Khao Lak,8.8,Excellent,1085,9.1,Deluxe Double or Twin Room,Multiple bed types,267172.0,2226.43,Booking.com
The Gems Mining Pool Villas Pattaya - SHA Extra Plus,Nong Prue,9.0,Wonderful,374,9.3,Topaz Jacuzzi,2 twin beds,400493.0,3337.44,Booking.com
Kalima Resort and Villas Khao Lak - SHA EXTRA PLUS,Khao Lak,8.8,Excellent,1085,9.1,Deluxe Double or Twin Room,Multiple bed types,267172.0,2226.43,Booking.com
Rnana Grand,Phangnga,8.1,Very Good,99,9.0,Standard Double Room,1 king bed,67667.0,563.89,Booking.com
Taakradan Valley Resort ????????????????? ???????,Si Sawat,8.0,Very Good,46,8.3,Superior Twin Room,2 queen beds,56069.0,467.24,Booking.com
Jomkitti Boutique Hotel,"Si Phum, Chiang Mai",8.9,Excellent,429,9.4,Deluxe King with Balcony,1 king bed,178274.0,1485.62,Booking.com
Fortune D Hotel Loei,Loei,7.7,Good,129,,Superior Double Room,1 full bed,67293.0,560.78,Booking.com
Pongsin Resort,Khun Han,9.2,Wonderful,91,9.4,Deluxe Double Room,1 king bed,54991.0,458.26,Booking.com
Hotel de l'amour SHA PLUS,Prakhon Chai,8.6,Excellent,79,9.1,Premier Suite,2 king beds,184381.0,1536.51,Booking.com
The Harmony Ville,Phitsanulok,8.2,Very Good,364,8.5,Deluxe Double Room with Bath,1 queen bed,67949.0,566.24,Booking.com
T2 Adira Pattaya,Jomtien Beach,9.1,Wonderful,38,9.2,Premier King Room,1 full bed,55841.0,465.34,Booking.com
Centara Korat,Nakhon Ratchasima,8.9,Excellent,304,9.3,Deluxe King,1 king bed,125460.0,1045.5,Booking.com
Koh Ma Beach Resort - SHA Extra Plus,Mae Haad,7.7,Good,679,8.1,Deluxe Double Room,1 full bed,118694.0,989.12,Booking.com
The Ring Border,Ban Khlong Phruan,8.3,Very Good,23,8.7,Superior Double Room,1 king bed,61537.0,512.81,Booking.com
ON Thapae Chiangmai,"Chang Moi, Chiang Mai",9.4,Wonderful,547,9.7,Standard Double Room,1 king bed,158503.0,1320.86,Booking.com
Feungfah Litz,Phetchabun,8.3,Very Good,272,8.9,Standard King Room,1 king bed,44750.0,372.92,Booking.com
"Holiday Inn Express Phuket Patong Beach Central, an IHG Hotel - SHA Plus",Patong Beach,8.0,Very Good,1629,8.5,Standard Room,1 double or 2 twins,175432.0,1461.93,Booking.com
Chatrium Golf Resort Soi Dao Chanthaburi,Ban Thap Sai,8.7,Excellent,53,8.8,Deluxe Mountain View Twin Bed,2 twin beds,192976.0,1608.13,Booking.com
Baan Nern Khao Resort Pattaya,Ban Huai Yai,9.3,Wonderful,63,9.4,Two-Bedroom House,2 queen beds,264926.0,2207.72,Booking.com
Novotel Bangkok Future Park Rangsit,Pathum Thani,8.7,Excellent,358,9.4,Superior Twin Room,2 twin beds,136364.0,1136.37,Booking.com
???????? ??????? (StockHome Khao Yai),Khanong Phra,8.9,Excellent,73,9.1,Standard Double or Twin Room,1 king bed,135749.0,1131.24,Booking.com
RED PEARL BEACH RESORT,Chaloklum,8.3,Very Good,290,8.5,King Room with Pool View,1 king bed,136895.0,1140.79,Booking.com
Thong Nai Pan Beach Residence,Thong Nai Pan Yai,8.9,Excellent,176,8.8,Deluxe Double Room with Balcony,1 king bed,194085.0,1617.38,Booking.com
Mamaungpaa Hill resort,Ta Khli,8.0,Very Good,59,8.0,Triple Room with Pool View,"2 beds (1 twin, 1 queen)",74399.0,619.99,Booking.com
Mela Garden Retreat Cottage,Muak Lek District,8.1,Very Good,45,8.1,Double Room with Terrace,Multiple bed types,175288.0,1460.73,Booking.com
Mookies Bungalows,Ko Mook,9.0,Wonderful,301,8.9,Bungalow,1 full bed,67098.0,559.15,Booking.com
The Garden 304,"304 Industrial Park, Si Maha Phot",8.5,Very Good,89,9.1,1-Bedroom Deluxe City View,1 twin bed,98158.0,817.98,Booking.com
Nautilus Right on the Beach - Adult Only - SHA Extra Plus,"Phra Ae Beach, Ko Lanta",9.0,Wonderful,85,9.1,Standard Double Room,1 king bed,154880.0,1290.67,Booking.com
Emporium Suites by Chatrium,"Khlong Toei, Bangkok",8.4,Very Good,364,8.7,Deluxe King Room,1 king bed,320240.0,2668.67,Booking.com
"Sarikantang Resort & Spa, Koh Phangan","Leela Beach, Haad Rin",8.3,Very Good,768,8.6,Deluxe Double or Twin Room with Pool View,1 queen bed,224801.0,1873.34,Booking.com
Siam View Hotel and Residence,Pattaya,8.6,Excellent,356,8.7,Standard Double Room,1 queen bed,95879.0,798.99,Booking.com
Ray Hotel Buriram,Buriram,8.1,Very Good,387,8.1,Deluxe Double Room,1 king bed,76571.0,638.09,Booking.com
Wind Beach Resort,"Sairee Beach, Ko Tao",8.0,Very Good,682,8.2,King Room with Balcony,1 full bed,120980.0,1008.17,Booking.com
Centara Grand Mirage Beach Resort Pattaya - SHA Extra Plus,North Pattaya,8.4,Very Good,1187,8.5,Deluxe Ocean View King,1 king bed,401398.0,3344.98,Booking.com
Hilton Hua Hin Resort & Spa,"Hua Hin Night Market, Hua Hin",8.2,Very Good,1892,8.7,Classic Twin Room with Ocean View,2 twin beds,287322.0,2394.35,Booking.com
Citygate Kamala Resort and Residence,Kamala Beach,7.4,Good,544,,Junior Suite King,"2 beds (1 king, 1 sofa bed)",98634.0,821.95,Booking.com
Sun Moon Hotel,Loei,7.2,Good,141,,Standard Double Room,1 queen bed,38170.0,318.08,Booking.com
Chill House ??????????,Ban Mae Salap,8.3,Very Good,127,8.5,Superior Queen Room,1 twin bed,36044.0,300.37,Booking.com
JK LIVING Hotel And Service Apartment,Chachoengsao,8.9,Excellent,163,9.2,Standard King Size Bed,1 king bed,65250.0,543.75,Booking.com
Legendha Sukhothai Hotel - SHA certified,"Mueang Kao, Sukhothai",8.5,Very Good,609,8.8,Superior Double or Twin Room,Multiple bed types,146821.0,1223.51,Booking.com
Tour De Phuket Hotel - SHA Plus,Thalang,8.4,Very Good,183,9.0,Deluxe Double or Twin Room,Multiple bed types,57387.0,478.22,Booking.com
Phu Morinn Cafe&Camping,Mon Jam,8.1,Very Good,128,8.0,Budget Double Room,1 twin bed,186322.0,1552.68,Booking.com
"Sindhorn Midtown Hotel Bangkok, Vignette Collection - an IHG Hotel","Pathumwan, Bangkok",9.0,Wonderful,1996,9.5,Premium Twin Room,2 twin beds,330051.0,2750.42,Booking.com
Chao Phraya Home,Ban Bon,7.7,Good,76,,Double Room,1 queen bed,35744.0,297.87,Booking.com
Tanouy Garden,Baan Khai,8.1,Very Good,355,,One-Bedroom House,2 twin beds,123105.0,1025.88,Booking.com
Khao Sok River & Jungle Resort,Khao Sok National Park,9.1,Wonderful,788,9.0,Queen Room with Garden View,1 queen bed,86756.0,722.97,Booking.com
Suansin Lanna Hotel,Tak,7.8,Good,385,8.1,Superior King Room,1 queen bed,38817.0,323.48,Booking.com
Ratana Hotel Rassada - SHA Extra Plus,Phuket,7.8,Good,293,8.4,Superior Double or Twin Room,Multiple bed types,70980.0,591.5,Booking.com
De Chai the Deco Chiang Mai - SHA Plus,"Chang Moi, Chiang Mai",8.9,Excellent,602,9.4,Two bedroom Premier Suite,2 king beds,331228.0,2760.23,Booking.com
Koh Tao Heritage,Ko Tao,8.3,Very Good,1266,8.7,Superior Triple Room with Sea View,"2 beds (1 twin, 1 king)",163221.0,1360.18,Booking.com
BEARS DEN HOTEL PATTAYA,Jomtien Beach,7.9,Good,181,8.3,Twin Room with Balcony,2 twin beds,68845.0,573.71,Booking.com
Pru Valley Thaley Tai Resort,Ban Don Phlap (1),8.6,Excellent,70,9.0,King Room with Garden View,1 king bed,61460.0,512.17,Booking.com
PhiPhi Andaman Resort,"Tonsai Bay, Phi Phi Islands",7.3,Good,739,,Standard Queen Room,1 full bed,101479.0,845.66,Booking.com
Avani Plus Khao Lak Resort,"Bangsak Beach, Khao Lak",9.2,Wonderful,66,9.5,Deluxe Room,1 king bed,231915.0,1932.62,Booking.com
TUI BLUE Khao Lak Resort - SHA Plus,"Khao Lak Beach, Khao Lak",8.8,Excellent,122,9.4,Deluxe Double or Twin Room - Adults Only,1 double or 2 twins,126220.0,1051.83,Booking.com
M Village Hostel,"Dannok, Sadao",8.1,Very Good,136,8.4,Deluxe Twin Room,2 twin beds,35582.0,296.52,Booking.com
"Coombs Cottage, Khaoyai, Mu Si",Ban Rai Khlong Sai,8.7,Excellent,55,8.9,Three-Bedroom House,"4 beds (2 twins, 2 queens)",375305.0,3127.54,Booking.com
Zenseana Resort & Spa - SHA Plus,Patong Beach,8.0,Very Good,1422,8.6,Premier Room,Multiple bed types,152773.0,1273.11,Booking.com
Boutique Resort Private Pool Villa - SHA Extra Plus,Ban Pa Khlok,8.5,Very Good,194,8.9,"2 Bedroom Suite Private Pool Villa With Bathtub (Free airport pick up minimum 3 nights, 25% discount on food and beverages)","3 beds (2 twins, 1 king)",327195.0,2726.62,Booking.com
Hideaway Resort Banchang,Ban Chang,9.3,Wonderful,68,9.6,Deluxe Studio,1 queen bed,126294.0,1052.45,Booking.com
Bandara Phuket Beach Resort - SHA Extra Plus,Panwa Beach,8.3,Very Good,464,8.7,Superior Double or Twin Room,Multiple bed types,141226.0,1176.88,Booking.com
Ascott Embassy Sathorn Bangkok - SHA Plus Certified,"Sathorn, Bangkok",8.9,Excellent,425,9.4,Deluxe King Room,1 queen bed,306325.0,2552.71,Booking.com
Shama Yen-Akat Bangkok,"Sathorn, Bangkok",9.2,Wonderful,488,9.5,King Room with Balcony,1 king bed,162952.0,1357.93,Booking.com
Oriental Residence Bangkok,"Pathumwan, Bangkok",8.8,Excellent,371,9.2,Junior Suite King,1 king bed,398516.0,3320.97,Booking.com
Privacy Residence Lopburi,Lop Buri,8.1,Very Good,202,8.3,Standard Double Room,1 queen bed,38170.0,318.08,Booking.com
Poonsiri Resort Aonang-SHA Extra Plus,Ao Nang Beach,8.7,Excellent,604,8.9,Superior Twin Room,"3 beds (2 twins, 1 sofa bed)",180732.0,1506.1,Booking.com
The Mud - SHA Plus Certified,Ban Bang Po,8.4,Very Good,460,8.9,Deluxe Villa,1 king bed,203477.0,1695.64,Booking.com
Santhiya Phuket Natai Resort & Spa,Natai Beach,8.8,Excellent,139,9.3,Deluxe Pool Suite,"2 beds (1 king, 1 sofa bed)",344891.0,2874.09,Booking.com
Melia Koh Samui - SHA Extra Plus,Choeng Mon Beach,9.2,Wonderful,800,9.5,Deluxe Room,Multiple bed types,464384.0,3869.87,Booking.com
The O-Zone Airport Inn,Ban Khlong Prawet,7.5,Good,214,,Standard King Room,1 king bed,58225.0,485.21,Booking.com
The Space Hotel Lampang,Lampang,8.3,Very Good,67,8.9,Deluxe King Room,1 queen bed,83479.0,695.66,Booking.com
Cave Lodge,Pang Mapha,9.0,Wonderful,103,8.5,Queen Room with Balcony,1 full bed,57579.0,479.82,Booking.com
A-Te Chumphon Hotel,Chumphon,7.9,Good,515,8.2,Deluxe Double Room,Multiple bed types,122749.0,1022.91,Booking.com
"S Bangkok Hotel, Navamin",Ban Khi Sua,8.3,Very Good,166,8.9,Standard Twin Room,2 twin beds,84427.0,703.56,Booking.com
Sorin hotel,Surin,8.2,Very Good,79,8.5,Deluxe Room,1 queen bed,94325.0,786.04,Booking.com
NIDHRA ????? ??????????,Ban Lat Krachaeng,9.5,Exceptional,1067,9.7,Studio Apartment,1 queen bed,58641.0,488.68,Booking.com
Nampiangdin Boutique Hotel,"Hai Ya, Chiang Mai",8.8,Excellent,528,9.2,Lanna Deluxe Double Room,1 full bed,157209.0,1310.08,Booking.com
The Spirit Resort Hua Hin,Khao Tao,8.5,Very Good,8,10.0,Two-Bedroom Pool Villa,2 queen beds,406817.0,3390.14,Booking.com
Grand Fortune Hotel Nakhon Si Thammarat,Nakhon Si Thammarat,8.7,Excellent,135,9.1,Superior Twin Room,1 twin bed,142329.0,1186.08,Booking.com
Saming Chiang Dao Guest House,Chiang Dao,7.8,Good,131,8.0,Deluxe Double Room,1 twin bed,22643.0,188.69,Booking.com
Norn Rimklong,Bangkok Noi,9.1,Wonderful,66,9.5,Superior King Room with City View,1 king bed,71164.0,593.03,Booking.com
Koh Mak Ao Kao White Sand Beach,Ko Mak,8.5,Very Good,166,8.8,Villa with Garden View,1 king bed,165943.0,1382.86,Booking.com
Novotel Bangkok Bangna,Bangna,8.0,Very Good,337,8.5,Standard Queen Room,1 queen bed,101340.0,844.5,Booking.com
Citadines Grand Central Sri Racha - SHA Extra Plus,Si Racha,8.8,Excellent,408,9.2,Studio Executive,1 queen bed,105408.0,878.4,Booking.com
The Beach Resort & Residence - SHA Plus,Pathiu,8.0,Very Good,223,8.6,Studio,Multiple bed types,142021.0,1183.51,Booking.com
Baan Dara Resort,Sara Buri,7.5,Good,441,,Superior Bungalow,"2 beds (1 twin, 1 queen)",51109.0,425.91,Booking.com
Forgotten Hostel Silom,"Silom, Bang Rak",8.5,Very Good,66,8.9,Standard Twin Room,2 twin beds,82460.0,687.17,Booking.com
Pullman Phuket Arcadia Karon Beach Resort,Karon Beach,8.4,Very Good,1286,8.9,Superior Twin Room with Garden View,2 twin beds,274954.0,2291.28,Booking.com
The Proud Exclusive Hotel-SHA Plus,Nakhon Pathom,7.7,Good,60,8.2,Superior,1 king bed,63806.0,531.72,Booking.com
Maewin Guest House and Resort,Ban Huai Rin,9.3,Wonderful,31,8.9,Standard Double Room,1 full bed,90573.0,754.78,Booking.com
Keeree Loft Resort,Thong Pha Phum,7.2,Good,128,,Standard Double or Twin Room,Multiple bed types,98401.0,820.01,Booking.com
Maehaad Bay Resort - SHA Plus,Mae Haad,7.9,Good,410,8.5,Standard Double or Twin Room,1 double or 2 twins,160503.0,1337.52,Booking.com
SK Resort Pattaya,Bang Lamung,8.0,Very Good,69,8.3,Standard Queen Room,1 king bed,41340.0,344.5,Booking.com
Nuch's Apple Guest House,Si Bun Ruang,9.2,Wonderful,28,9.5,Double Room with Garden View,1 queen bed,40758.0,339.65,Booking.com
Coriacea Beachfront Boutique Phuket Resort - SHA Plus,Mai Khao Beach,8.1,Very Good,406,8.4,Deluxe Twin Room,2 twin beds,121445.0,1012.04,Booking.com
Green Ville Laguna Hotel,Sung Noen,8.9,Excellent,74,9.2,Deluxe Twin Room,2 twin beds,139159.0,1159.66,Booking.com
Slive Hotel,Surin,8.8,Excellent,223,9.4,Deluxe Twin Room,2 twin beds,102865.0,857.21,Booking.com
The Wisdom Residence,Bung Kan,7.8,Good,131,8.1,King Room with Balcony,1 king bed,42052.0,350.43,Booking.com
Coco Pina,Prachuap Khiri Khan,9.4,Wonderful,188,9.5,Two-Bedroom Suite,"3 beds (2 twins, 1 queen)",196436.0,1636.97,Booking.com
Cross Vibe Chiang Mai Decem Nimman Hotel - formerly X2 Vibe Chiang Mai Decem - SHA Extra Plus,"Chang Phueak, Chiang Mai",8.4,Very Good,387,9.0,Deluxe Room,1 double or 2 twins,79518.0,662.65,Booking.com
Cross Vibe Chiang Mai Decem Nimman Hotel - formerly X2 Vibe Chiang Mai Decem - SHA Extra Plus,"Chang Phueak, Chiang Mai",8.4,Very Good,387,9.0,Deluxe Room,1 double or 2 twins,79518.0,662.65,Booking.com
Sugar Marina Resort -AVIATOR- Phuket Airport - SHA Extra Plus,Nai Yang Beach,7.7,Good,622,8.1,Deluxe Room (Exclude Airport Transfer),Multiple bed types,97201.0,810.01,Booking.com
